block,card,alt,title,cost,nature,farmland,meals,fruit,veggies,dist,treatment,food,alt_id,card_id,card_dcreate,ind_id,pooled_card_id,ind_card_id,choice,asc,food_fruit
3,5,2,No Project,0,0,0,0,0,0,0,minutes,0,42,21,14,180,45,1437,0,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,60,minutes,1,43,22,15,180,46,1438,1,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,minutes,0,44,22,15,180,46,1438,0,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,15,minutes,1,45,23,16,180,47,1439,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,minutes,0,46,23,16,180,47,1439,1,1,0
3,8,1,Project,5,160,0,0,0,0,30,minutes,0,47,24,19,180,48,1440,0,0,0
3,8,2,No Project,0,0,0,0,0,0,0,minutes,0,48,24,19,180,48,1440,1,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,15,miles,1,1,1,1,181,1,1441,0,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,miles,0,2,1,1,181,1,1441,1,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,5,miles,1,3,2,9,181,2,1442,1,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,miles,0,4,2,9,181,2,1442,0,1,0
1,3,1,Project,5,40,120,0,0,0,5,miles,0,5,3,12,181,3,1443,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,miles,0,6,3,12,181,3,1443,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,5,miles,1,7,4,17,181,4,1444,1,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,miles,0,8,4,17,181,4,1444,0,1,0
1,5,1,Project,100,80,80,0,0,0,5,miles,0,9,5,18,181,5,1445,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,miles,0,10,5,18,181,5,1445,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,15,miles,1,11,6,20,181,6,1446,0,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,miles,0,12,6,20,181,6,1446,1,1,0
1,7,1,Project,20,160,0,0,0,0,40,miles,0,13,7,21,181,7,1447,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,miles,0,14,7,21,181,7,1447,0,1,0
1,8,1,Project,5,120,40,0,0,0,40,miles,0,15,8,23,181,8,1448,0,0,0
1,8,2,No Project,0,0,0,0,0,0,0,miles,0,16,8,23,181,8,1448,1,1,0
2,1,1,Project,100,120,40,0,0,0,5,miles,0,17,9,2,182,9,1449,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,miles,0,18,9,2,182,9,1449,1,1,0
2,2,1,Project,50,80,80,0,0,0,40,miles,0,19,10,4,182,10,1450,1,0,0
2,2,2,No Project,0,0,0,0,0,0,0,miles,0,20,10,4,182,10,1450,0,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,40,miles,1,21,11,5,182,11,1451,0,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,miles,0,22,11,5,182,11,1451,1,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,15,miles,1,23,12,8,182,12,1452,0,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,miles,0,24,12,8,182,12,1452,1,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,40,miles,1,25,13,11,182,13,1453,1,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,miles,0,26,13,11,182,13,1453,0,1,0
2,6,1,Project,20,160,0,0,0,0,5,miles,0,27,14,13,182,14,1454,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,miles,0,28,14,13,182,14,1454,1,1,0
2,7,1,Project,50,40,120,0,0,0,15,miles,0,29,15,22,182,15,1455,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,miles,0,30,15,22,182,15,1455,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,15,miles,1,31,16,24,182,16,1456,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,miles,0,32,16,24,182,16,1456,1,1,0
3,1,1,Project,20,40,120,0,0,0,40,miles,0,33,17,3,183,17,1457,0,0,0
3,1,2,No Project,0,0,0,0,0,0,0,miles,0,34,17,3,183,17,1457,1,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,5,miles,1,35,18,6,183,18,1458,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,miles,0,36,18,6,183,18,1458,1,1,0
3,3,1,Project,50,120,40,0,0,0,15,miles,0,37,19,7,183,19,1459,1,0,0
3,3,2,No Project,0,0,0,0,0,0,0,miles,0,38,19,7,183,19,1459,0,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,40,miles,1,39,20,10,183,20,1460,1,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,miles,0,40,20,10,183,20,1460,0,1,0
3,5,1,Project,100,80,80,0,0,0,15,miles,0,41,21,14,183,21,1461,1,0,0
3,5,2,No Project,0,0,0,0,0,0,0,miles,0,42,21,14,183,21,1461,0,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,40,miles,1,43,22,15,183,22,1462,0,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,miles,0,44,22,15,183,22,1462,1,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,5,miles,1,45,23,16,183,23,1463,1,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,miles,0,46,23,16,183,23,1463,0,1,0
3,8,1,Project,5,160,0,0,0,0,15,miles,0,47,24,19,183,24,1464,1,0,0
3,8,2,No Project,0,0,0,0,0,0,0,miles,0,48,24,19,183,24,1464,0,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,30,minutes,1,1,1,1,184,25,1465,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,minutes,0,2,1,1,184,25,1465,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,15,minutes,1,3,2,9,184,26,1466,1,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,minutes,0,4,2,9,184,26,1466,0,1,0
1,3,1,Project,5,40,120,0,0,0,15,minutes,0,5,3,12,184,27,1467,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,minutes,0,6,3,12,184,27,1467,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,15,minutes,1,7,4,17,184,28,1468,0,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,minutes,0,8,4,17,184,28,1468,1,1,0
1,5,1,Project,100,80,80,0,0,0,15,minutes,0,9,5,18,184,29,1469,0,0,0
1,5,2,No Project,0,0,0,0,0,0,0,minutes,0,10,5,18,184,29,1469,1,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,30,minutes,1,11,6,20,184,30,1470,1,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,minutes,0,12,6,20,184,30,1470,0,1,0
1,7,1,Project,20,160,0,0,0,0,60,minutes,0,13,7,21,184,31,1471,0,0,0
1,7,2,No Project,0,0,0,0,0,0,0,minutes,0,14,7,21,184,31,1471,1,1,0
1,8,1,Project,5,120,40,0,0,0,60,minutes,0,15,8,23,184,32,1472,1,0,0
1,8,2,No Project,0,0,0,0,0,0,0,minutes,0,16,8,23,184,32,1472,0,1,0
2,1,1,Project,100,120,40,0,0,0,15,minutes,0,17,9,2,185,33,1473,1,0,0
2,1,2,No Project,0,0,0,0,0,0,0,minutes,0,18,9,2,185,33,1473,0,1,0
2,2,1,Project,50,80,80,0,0,0,60,minutes,0,19,10,4,185,34,1474,0,0,0
2,2,2,No Project,0,0,0,0,0,0,0,minutes,0,20,10,4,185,34,1474,1,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,60,minutes,1,21,11,5,185,35,1475,1,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,minutes,0,22,11,5,185,35,1475,0,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,30,minutes,1,23,12,8,185,36,1476,0,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,minutes,0,24,12,8,185,36,1476,1,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,60,minutes,1,25,13,11,185,37,1477,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,minutes,0,26,13,11,185,37,1477,1,1,0
2,6,1,Project,20,160,0,0,0,0,15,minutes,0,27,14,13,185,38,1478,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,minutes,0,28,14,13,185,38,1478,1,1,0
2,7,1,Project,50,40,120,0,0,0,30,minutes,0,29,15,22,185,39,1479,0,0,0
2,7,2,No Project,0,0,0,0,0,0,0,minutes,0,30,15,22,185,39,1479,1,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,30,minutes,1,31,16,24,185,40,1480,1,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,minutes,0,32,16,24,185,40,1480,0,1,0
3,1,1,Project,20,40,120,0,0,0,60,minutes,0,33,17,3,186,41,1481,0,0,0
3,1,2,No Project,0,0,0,0,0,0,0,minutes,0,34,17,3,186,41,1481,1,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,15,minutes,1,35,18,6,186,42,1482,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,minutes,0,36,18,6,186,42,1482,1,1,0
3,3,1,Project,50,120,40,0,0,0,30,minutes,0,37,19,7,186,43,1483,0,0,0
3,3,2,No Project,0,0,0,0,0,0,0,minutes,0,38,19,7,186,43,1483,1,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,60,minutes,1,39,20,10,186,44,1484,0,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,minutes,0,40,20,10,186,44,1484,1,1,0
3,5,1,Project,100,80,80,0,0,0,30,minutes,0,41,21,14,186,45,1485,0,0,0
3,5,2,No Project,0,0,0,0,0,0,0,minutes,0,42,21,14,186,45,1485,1,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,60,minutes,1,43,22,15,186,46,1486,1,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,minutes,0,44,22,15,186,46,1486,0,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,15,minutes,1,45,23,16,186,47,1487,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,minutes,0,46,23,16,186,47,1487,1,1,0
3,8,1,Project,5,160,0,0,0,0,30,minutes,0,47,24,19,186,48,1488,0,0,0
3,8,2,No Project,0,0,0,0,0,0,0,minutes,0,48,24,19,186,48,1488,1,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,15,miles,1,1,1,1,187,1,1489,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,miles,0,2,1,1,187,1,1489,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,5,miles,1,3,2,9,187,2,1490,0,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,miles,0,4,2,9,187,2,1490,1,1,0
1,3,1,Project,5,40,120,0,0,0,5,miles,0,5,3,12,187,3,1491,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,miles,0,6,3,12,187,3,1491,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,5,miles,1,7,4,17,187,4,1492,0,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,miles,0,8,4,17,187,4,1492,1,1,0
1,5,1,Project,100,80,80,0,0,0,5,miles,0,9,5,18,187,5,1493,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,miles,0,10,5,18,187,5,1493,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,15,miles,1,11,6,20,187,6,1494,0,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,miles,0,12,6,20,187,6,1494,1,1,0
1,7,1,Project,20,160,0,0,0,0,40,miles,0,13,7,21,187,7,1495,0,0,0
1,7,2,No Project,0,0,0,0,0,0,0,miles,0,14,7,21,187,7,1495,1,1,0
1,8,1,Project,5,120,40,0,0,0,40,miles,0,15,8,23,187,8,1496,1,0,0
1,8,2,No Project,0,0,0,0,0,0,0,miles,0,16,8,23,187,8,1496,0,1,0
2,1,1,Project,100,120,40,0,0,0,5,miles,0,17,9,2,188,9,1497,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,miles,0,18,9,2,188,9,1497,1,1,0
2,2,1,Project,50,80,80,0,0,0,40,miles,0,19,10,4,188,10,1498,0,0,0
2,2,2,No Project,0,0,0,0,0,0,0,miles,0,20,10,4,188,10,1498,1,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,40,miles,1,21,11,5,188,11,1499,0,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,miles,0,22,11,5,188,11,1499,1,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,15,miles,1,23,12,8,188,12,1500,1,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,miles,0,24,12,8,188,12,1500,0,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,40,miles,1,25,13,11,188,13,1501,1,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,miles,0,26,13,11,188,13,1501,0,1,0
2,6,1,Project,20,160,0,0,0,0,5,miles,0,27,14,13,188,14,1502,1,0,0
2,6,2,No Project,0,0,0,0,0,0,0,miles,0,28,14,13,188,14,1502,0,1,0
2,7,1,Project,50,40,120,0,0,0,15,miles,0,29,15,22,188,15,1503,0,0,0
2,7,2,No Project,0,0,0,0,0,0,0,miles,0,30,15,22,188,15,1503,1,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,15,miles,1,31,16,24,188,16,1504,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,miles,0,32,16,24,188,16,1504,1,1,0
3,1,1,Project,20,40,120,0,0,0,40,miles,0,33,17,3,189,17,1505,0,0,0
3,1,2,No Project,0,0,0,0,0,0,0,miles,0,34,17,3,189,17,1505,1,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,5,miles,1,35,18,6,189,18,1506,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,miles,0,36,18,6,189,18,1506,1,1,0
3,3,1,Project,50,120,40,0,0,0,15,miles,0,37,19,7,189,19,1507,0,0,0
3,3,2,No Project,0,0,0,0,0,0,0,miles,0,38,19,7,189,19,1507,1,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,40,miles,1,39,20,10,189,20,1508,0,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,miles,0,40,20,10,189,20,1508,1,1,0
3,5,1,Project,100,80,80,0,0,0,15,miles,0,41,21,14,189,21,1509,1,0,0
3,5,2,No Project,0,0,0,0,0,0,0,miles,0,42,21,14,189,21,1509,0,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,40,miles,1,43,22,15,189,22,1510,0,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,miles,0,44,22,15,189,22,1510,1,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,5,miles,1,45,23,16,189,23,1511,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,miles,0,46,23,16,189,23,1511,1,1,0
3,8,1,Project,5,160,0,0,0,0,15,miles,0,47,24,19,189,24,1512,0,0,0
3,8,2,No Project,0,0,0,0,0,0,0,miles,0,48,24,19,189,24,1512,1,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,30,minutes,1,1,1,1,190,25,1513,0,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,minutes,0,2,1,1,190,25,1513,1,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,15,minutes,1,3,2,9,190,26,1514,1,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,minutes,0,4,2,9,190,26,1514,0,1,0
1,3,1,Project,5,40,120,0,0,0,15,minutes,0,5,3,12,190,27,1515,1,0,0
1,3,2,No Project,0,0,0,0,0,0,0,minutes,0,6,3,12,190,27,1515,0,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,15,minutes,1,7,4,17,190,28,1516,0,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,minutes,0,8,4,17,190,28,1516,1,1,0
1,5,1,Project,100,80,80,0,0,0,15,minutes,0,9,5,18,190,29,1517,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,minutes,0,10,5,18,190,29,1517,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,30,minutes,1,11,6,20,190,30,1518,0,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,minutes,0,12,6,20,190,30,1518,1,1,0
1,7,1,Project,20,160,0,0,0,0,60,minutes,0,13,7,21,190,31,1519,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,minutes,0,14,7,21,190,31,1519,0,1,0
1,8,1,Project,5,120,40,0,0,0,60,minutes,0,15,8,23,190,32,1520,1,0,0
1,8,2,No Project,0,0,0,0,0,0,0,minutes,0,16,8,23,190,32,1520,0,1,0
2,1,1,Project,100,120,40,0,0,0,15,minutes,0,17,9,2,191,33,1521,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,minutes,0,18,9,2,191,33,1521,1,1,0
2,2,1,Project,50,80,80,0,0,0,60,minutes,0,19,10,4,191,34,1522,0,0,0
2,2,2,No Project,0,0,0,0,0,0,0,minutes,0,20,10,4,191,34,1522,1,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,60,minutes,1,21,11,5,191,35,1523,1,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,minutes,0,22,11,5,191,35,1523,0,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,30,minutes,1,23,12,8,191,36,1524,0,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,minutes,0,24,12,8,191,36,1524,1,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,60,minutes,1,25,13,11,191,37,1525,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,minutes,0,26,13,11,191,37,1525,1,1,0
2,6,1,Project,20,160,0,0,0,0,15,minutes,0,27,14,13,191,38,1526,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,minutes,0,28,14,13,191,38,1526,1,1,0
2,7,1,Project,50,40,120,0,0,0,30,minutes,0,29,15,22,191,39,1527,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,minutes,0,30,15,22,191,39,1527,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,30,minutes,1,31,16,24,191,40,1528,1,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,minutes,0,32,16,24,191,40,1528,0,1,0
3,1,1,Project,20,40,120,0,0,0,60,minutes,0,33,17,3,192,41,1529,0,0,0
3,1,2,No Project,0,0,0,0,0,0,0,minutes,0,34,17,3,192,41,1529,1,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,15,minutes,1,35,18,6,192,42,1530,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,minutes,0,36,18,6,192,42,1530,1,1,0
3,3,1,Project,50,120,40,0,0,0,30,minutes,0,37,19,7,192,43,1531,0,0,0
3,3,2,No Project,0,0,0,0,0,0,0,minutes,0,38,19,7,192,43,1531,1,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,60,minutes,1,39,20,10,192,44,1532,0,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,minutes,0,40,20,10,192,44,1532,1,1,0
3,5,1,Project,100,80,80,0,0,0,30,minutes,0,41,21,14,192,45,1533,1,0,0
3,5,2,No Project,0,0,0,0,0,0,0,minutes,0,42,21,14,192,45,1533,0,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,60,minutes,1,43,22,15,192,46,1534,0,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,minutes,0,44,22,15,192,46,1534,1,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,15,minutes,1,45,23,16,192,47,1535,1,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,minutes,0,46,23,16,192,47,1535,0,1,0
3,8,1,Project,5,160,0,0,0,0,30,minutes,0,47,24,19,192,48,1536,1,0,0
3,8,2,No Project,0,0,0,0,0,0,0,minutes,0,48,24,19,192,48,1536,0,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,15,miles,1,1,1,1,193,1,1537,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,miles,0,2,1,1,193,1,1537,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,5,miles,1,3,2,9,193,2,1538,1,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,miles,0,4,2,9,193,2,1538,0,1,0
1,3,1,Project,5,40,120,0,0,0,5,miles,0,5,3,12,193,3,1539,1,0,0
1,3,2,No Project,0,0,0,0,0,0,0,miles,0,6,3,12,193,3,1539,0,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,5,miles,1,7,4,17,193,4,1540,1,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,miles,0,8,4,17,193,4,1540,0,1,0
1,5,1,Project,100,80,80,0,0,0,5,miles,0,9,5,18,193,5,1541,0,0,0
1,5,2,No Project,0,0,0,0,0,0,0,miles,0,10,5,18,193,5,1541,1,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,15,miles,1,11,6,20,193,6,1542,1,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,miles,0,12,6,20,193,6,1542,0,1,0
1,7,1,Project,20,160,0,0,0,0,40,miles,0,13,7,21,193,7,1543,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,miles,0,14,7,21,193,7,1543,0,1,0
1,8,1,Project,5,120,40,0,0,0,40,miles,0,15,8,23,193,8,1544,1,0,0
1,8,2,No Project,0,0,0,0,0,0,0,miles,0,16,8,23,193,8,1544,0,1,0
2,1,1,Project,100,120,40,0,0,0,5,miles,0,17,9,2,194,9,1545,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,miles,0,18,9,2,194,9,1545,1,1,0
2,2,1,Project,50,80,80,0,0,0,40,miles,0,19,10,4,194,10,1546,0,0,0
2,2,2,No Project,0,0,0,0,0,0,0,miles,0,20,10,4,194,10,1546,1,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,40,miles,1,21,11,5,194,11,1547,0,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,miles,0,22,11,5,194,11,1547,1,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,15,miles,1,23,12,8,194,12,1548,0,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,miles,0,24,12,8,194,12,1548,1,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,40,miles,1,25,13,11,194,13,1549,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,miles,0,26,13,11,194,13,1549,1,1,0
2,6,1,Project,20,160,0,0,0,0,5,miles,0,27,14,13,194,14,1550,1,0,0
2,6,2,No Project,0,0,0,0,0,0,0,miles,0,28,14,13,194,14,1550,0,1,0
2,7,1,Project,50,40,120,0,0,0,15,miles,0,29,15,22,194,15,1551,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,miles,0,30,15,22,194,15,1551,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,15,miles,1,31,16,24,194,16,1552,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,miles,0,32,16,24,194,16,1552,1,1,0
3,1,1,Project,20,40,120,0,0,0,40,miles,0,33,17,3,195,17,1553,1,0,0
3,1,2,No Project,0,0,0,0,0,0,0,miles,0,34,17,3,195,17,1553,0,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,5,miles,1,35,18,6,195,18,1554,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,miles,0,36,18,6,195,18,1554,1,1,0
3,3,1,Project,50,120,40,0,0,0,15,miles,0,37,19,7,195,19,1555,1,0,0
3,3,2,No Project,0,0,0,0,0,0,0,miles,0,38,19,7,195,19,1555,0,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,40,miles,1,39,20,10,195,20,1556,1,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,miles,0,40,20,10,195,20,1556,0,1,0
3,5,1,Project,100,80,80,0,0,0,15,miles,0,41,21,14,195,21,1557,0,0,0
3,5,2,No Project,0,0,0,0,0,0,0,miles,0,42,21,14,195,21,1557,1,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,40,miles,1,43,22,15,195,22,1558,1,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,miles,0,44,22,15,195,22,1558,0,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,5,miles,1,45,23,16,195,23,1559,1,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,miles,0,46,23,16,195,23,1559,0,1,0
3,8,1,Project,5,160,0,0,0,0,15,miles,0,47,24,19,195,24,1560,0,0,0
3,8,2,No Project,0,0,0,0,0,0,0,miles,0,48,24,19,195,24,1560,1,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,30,minutes,1,1,1,1,196,25,1561,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,minutes,0,2,1,1,196,25,1561,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,15,minutes,1,3,2,9,196,26,1562,0,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,minutes,0,4,2,9,196,26,1562,1,1,0
1,3,1,Project,5,40,120,0,0,0,15,minutes,0,5,3,12,196,27,1563,1,0,0
1,3,2,No Project,0,0,0,0,0,0,0,minutes,0,6,3,12,196,27,1563,0,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,15,minutes,1,7,4,17,196,28,1564,0,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,minutes,0,8,4,17,196,28,1564,1,1,0
1,5,1,Project,100,80,80,0,0,0,15,minutes,0,9,5,18,196,29,1565,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,minutes,0,10,5,18,196,29,1565,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,30,minutes,1,11,6,20,196,30,1566,0,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,minutes,0,12,6,20,196,30,1566,1,1,0
1,7,1,Project,20,160,0,0,0,0,60,minutes,0,13,7,21,196,31,1567,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,minutes,0,14,7,21,196,31,1567,0,1,0
1,8,1,Project,5,120,40,0,0,0,60,minutes,0,15,8,23,196,32,1568,0,0,0
1,8,2,No Project,0,0,0,0,0,0,0,minutes,0,16,8,23,196,32,1568,1,1,0
2,1,1,Project,100,120,40,0,0,0,15,minutes,0,17,9,2,197,33,1569,1,0,0
2,1,2,No Project,0,0,0,0,0,0,0,minutes,0,18,9,2,197,33,1569,0,1,0
2,2,1,Project,50,80,80,0,0,0,60,minutes,0,19,10,4,197,34,1570,0,0,0
2,2,2,No Project,0,0,0,0,0,0,0,minutes,0,20,10,4,197,34,1570,1,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,60,minutes,1,21,11,5,197,35,1571,1,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,minutes,0,22,11,5,197,35,1571,0,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,30,minutes,1,23,12,8,197,36,1572,1,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,minutes,0,24,12,8,197,36,1572,0,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,60,minutes,1,25,13,11,197,37,1573,1,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,minutes,0,26,13,11,197,37,1573,0,1,0
2,6,1,Project,20,160,0,0,0,0,15,minutes,0,27,14,13,197,38,1574,1,0,0
2,6,2,No Project,0,0,0,0,0,0,0,minutes,0,28,14,13,197,38,1574,0,1,0
2,7,1,Project,50,40,120,0,0,0,30,minutes,0,29,15,22,197,39,1575,0,0,0
2,7,2,No Project,0,0,0,0,0,0,0,minutes,0,30,15,22,197,39,1575,1,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,30,minutes,1,31,16,24,197,40,1576,1,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,minutes,0,32,16,24,197,40,1576,0,1,0
3,1,1,Project,20,40,120,0,0,0,60,minutes,0,33,17,3,198,41,1577,1,0,0
3,1,2,No Project,0,0,0,0,0,0,0,minutes,0,34,17,3,198,41,1577,0,1,0
